scaffold	start	end	dxy_SILK_KADK	dxy_SILK_WHLH	dxy_KADK_WHLH
Z	33115001	33116000	0.0045	0.0044	0.0008
Z	33116001	33117000	0.004	0.0042	0.0023
Z	33117001	33118000	0.0041	0.004	0.0056
Z	33118001	33119000	0.0076	0.0069	0.0065
Z	33119001	33120000	0.0099	0.0098	0.0069
Z	33120001	33121000	0.0037	0.0038	0.0009
Z	33121001	33122000	0.0131	0.0159	0.0099
Z	33122001	33123000	0.0036	0.0045	0.0025
Z	33123001	33124000	0.002	0.0031	0.0026
Z	33124001	33125000	0.0094	0.0073	0.0074
Z	33125001	33126000	0.0033	0.0027	0.0024
Z	33126001	33127000	0.0056	0.0043	0.0038
Z	33127001	33128000	0.0069	0.0102	0.0109
Z	33128001	33129000	0.0046	0.004	0.004
Z	33129001	33130000	0.0065	0.0056	0.0064
Z	33130001	33131000	0.008	0.0084	0.0074
Z	33131001	33132000	0.0083	0.012	0.0097
Z	33132001	33133000	0.004	0.0113	0.0129
Z	33133001	33134000	0.0066	0.0108	0.0111
Z	33134001	33135000	0.0072	0.0048	0.0072
Z	33135001	33136000	0.0047	0.0051	0.0042
Z	33136001	33137000	0.0068	0.0069	0.0051
Z	33137001	33138000	0.0074	0.008	0.0057
Z	33138001	33139000	0.0052	0.0052	0.0055
Z	33139001	33140000	0.0055	0.0066	0.007
Z	33140001	33141000	0.004	0.0044	0.0029
Z	33141001	33142000	0.0042	0.0043	0.0041
Z	33142001	33143000	0.0082	0.0067	0.0067
Z	33143001	33144000	0.0023	0.0016	0.0011
Z	33144001	33145000	0.0032	0.0031	0.0032
Z	33145001	33146000	0.0023	0.002	0.0021
Z	33146001	33147000	0.0035	0.0032	0.0034
Z	33147001	33148000	0.006	0.0049	0.0053
Z	33148001	33149000	0.0035	0.0035	0.0024
Z	33149001	33150000	0.0097	0.0088	0.0051
Z	33150001	33151000	0.006	0.0054	0.0009
Z	33151001	33152000	0.0058	0.0054	0.0037
Z	33152001	33153000	0.0123	0.0101	0.0109
Z	33153001	33154000	0.0048	0.0042	0.0042
Z	33154001	33155000	0.0111	0.0119	0.0075
Z	33155001	33156000	0.007	0.0078	0.0045
Z	33156001	33157000	0.0066	0.0064	0.0059
Z	33157001	33158000	0.0047	0.0058	0.0044
Z	33158001	33159000	0.0048	0.005	0.0038
Z	33159001	33160000	0.0035	0.0039	0.0031
Z	33160001	33161000	0.012	0.0123	0.0097
Z	33161001	33162000	0.0061	0.0062	0.0037
Z	33162001	33163000	0.0071	0.0071	0.0062
Z	33163001	33164000	0.003	0.0032	0.0024
Z	33164001	33165000	0.0037	0.0045	0.0034
Z	33165001	33166000	0.0034	0.0032	0.001
Z	33166001	33167000	0.0056	0.0056	0.0026
Z	33167001	33168000	0.0067	0.0067	0.0055
Z	33168001	33169000	0.004	0.0038	0.003
Z	33169001	33170000	0.0057	0.0063	0.0041
Z	33170001	33171000	0.0054	0.0057	0.0043
Z	33171001	33172000	0.0101	0.0095	0.008
Z	33172001	33173000	0.0058	0.0043	0.004
Z	33173001	33174000	0.0055	0.0042	0.0039
Z	33174001	33175000	0.0013	0.0008	0.0008
Z	33175001	33176000	0.0037	0.0029	0.0025
Z	33176001	33177000	0.0099	0.0091	0.0077
Z	33177001	33178000	0.0051	0.0044	0.0036
Z	33178001	33179000	0.0037	0.0032	0.0026
Z	33179001	33180000	0.0011	0.0006	0.0008
Z	33180001	33181000	0.0024	0.0027	0.0023
Z	33181001	33182000	0.0042	0.0039	0.004
Z	33182001	33183000	0.0015	0.0011	0.0011
Z	33183001	33184000	0.0026	0.0024	0.0006
Z	33184001	33185000	0.0011	0.001	0.0002
Z	33185001	33186000	0.0069	0.0063	0.0048
Z	33186001	33187000	0.0083	0.0087	0.0082
Z	33187001	33188000	0.0033	0.0031	0.0027
Z	33188001	33189000	0.0054	0.0046	0.004
Z	33189001	33190000	0.0026	0.0019	0.0022
Z	33190001	33191000	0.0029	0.0011	0.0025
Z	33191001	33192000	0.002	0.0017	0.0003
Z	33192001	33193000	0.0051	0.0056	0.0029
Z	33193001	33194000	0.0076	0.0082	0.0041
Z	33194001	33195000	0.0058	0.0058	0.0011
Z	33195001	33196000	0.006	0.0051	0.0035
Z	33196001	33197000	0.006	0.0059	0.0047
Z	33197001	33198000	0.0036	0.0034	0.0014
Z	33198001	33199000	0.0107	0.011	0.0123
Z	33199001	33200000	0.0013	0.0012	0.0001
Z	33200001	33201000	0.0075	0.008	0.0045
Z	33201001	33202000	0.001	0.0009	0.0012
Z	33202001	33203000	0.0018	0.0015	0.0016
Z	33203001	33204000	0.0013	0.001	0.0003
Z	33204001	33205000	0.0035	0.0029	0.0036
Z	33205001	33206000	0.003	0.0031	0.0024
Z	33206001	33207000	0.006	0.0059	0.0036
Z	33207001	33208000	0.0034	0.0028	0.0017
Z	33208001	33209000	0.0061	0.0058	0.001
Z	33209001	33210000	0.0116	0.0122	0.0076
Z	33210001	33211000	0.0062	0.0067	0.0041
Z	33211001	33212000	0.0061	0.0064	0.0036
Z	33212001	33213000	0.0067	0.0069	0.0009
Z	33213001	33214000	0.0007	0.0007	0.0
Z	33214001	33215000	0.0015	0.0007	0.0008
Z	33215001	33216000	0.0037	0.002	0.0031
Z	33216001	33217000	0.0047	0.0047	0.0011
Z	33217001	33218000	0.0081	0.0072	0.0009
Z	33218001	33219000	0.0115	0.0116	0.0003
Z	33219001	33220000	0.0059	0.0067	0.0009
Z	33220001	33221000	0.0046	0.0047	0.0029
Z	33221001	33222000	0.0032	0.0032	0.0015
Z	33222001	33223000	0.0067	0.0067	0.0066
Z	33223001	33224000	0.0007	0.0005	0.0006
Z	33224001	33225000	0.0037	0.0038	0.0004
Z	33225001	33226000	0.0008	0.001	0.0001
Z	33226001	33227000	0.0016	0.0019	0.0003
Z	33227001	33228000	0.0024	0.0026	0.0008
Z	33228001	33229000	0.0015	0.0012	0.0013
Z	33229001	33230000	0.0106	0.0105	0.0115
Z	33230001	33231000	0.0032	0.0031	0.0011
Z	33231001	33232000	0.0054	0.0054	0.0048
Z	33232001	33233000	0.004	0.0032	0.0021
Z	33233001	33234000	0.0051	0.0044	0.0018
Z	33234001	33235000	0.0042	0.0043	0.0004
Z	33235001	33236000	0.0077	0.0068	0.0062
Z	33236001	33237000	0.0064	0.0064	0.0033
Z	33237001	33238000	0.0077	0.0076	0.0009
Z	33238001	33239000	0.0051	0.005	0.002
Z	33239001	33240000	0.0065	0.0075	0.0018
Z	33240001	33241000	0.0072	0.0074	0.0006
Z	33241001	33242000	0.0091	0.0093	0.0024
Z	33242001	33243000	0.009	0.0095	0.0017
Z	33243001	33244000	0.0139	0.0192	0.0059
Z	33244001	33245000	0.0128	0.0142	0.0035
Z	33245001	33246000	0.0031	0.0027	0.0009
Z	33246001	33247000	0.0056	0.0048	0.004
Z	33247001	33248000	0.0029	0.0024	0.0011
Z	33248001	33249000	0.004	0.0038	0.0019
Z	33249001	33250000	0.0091	0.0089	0.0055
Z	33250001	33251000	0.0079	0.0081	0.0044
Z	33251001	33252000	0.0053	0.0057	0.0021
Z	33252001	33253000	0.0073	0.0073	0.0062
Z	33253001	33254000	0.0044	0.0042	0.0002
Z	33254001	33255000	0.0048	0.0047	0.0006
Z	33255001	33256000	0.0048	0.0046	0.0019
Z	33256001	33257000	0.0082	0.0089	0.0009
Z	33257001	33258000	0.0127	0.0111	0.0031
Z	33258001	33259000	0.0054	0.0047	0.0007
Z	33259001	33260000	0.007	0.0086	0.0017
Z	33260001	33261000	0.0072	0.0079	0.0014
Z	33261001	33262000	0.0061	0.0038	0.0044
Z	33262001	33263000	0.0021	0.0031	0.0032
Z	33263001	33264000	0.0038	0.0012	0.0042
Z	33264001	33265000	0.0092	0.0144	0.0122
Z	33265001	33266000	0.0039	0.0049	0.006
Z	33266001	33267000	0.0063	0.0077	0.0103
Z	33267001	33268000	0.0055	0.0069	0.0089
Z	33268001	33269000	0.0034	0.0042	0.002
Z	33269001	33270000	0.0045	0.0059	0.002
Z	33270001	33271000	0.0018	0.0016	0.0006
Z	33271001	33272000	0.0031	0.0023	0.0025
Z	33272001	33273000	0.0033	0.0039	0.0048
Z	33273001	33274000	0.0019	0.0022	0.0013
Z	33274001	33275000	0.0031	0.0039	0.0013
Z	33275001	33276000	0.0175	0.0175	0.0113
Z	33276001	33277000	0.0059	0.0066	0.0057
Z	33277001	33278000	0.006	0.0064	0.0064
Z	33278001	33279000	0.0054	0.004	0.006
Z	33279001	33280000	0.0062	0.0068	0.0078
Z	33280001	33281000	0.0099	0.0111	0.0132
Z	33281001	33282000	0.0085	0.0077	0.0094
Z	33282001	33283000	0.005	0.0036	0.0063
Z	33283001	33284000	0.0048	0.0078	0.0075
Z	33284001	33285000	0.0031	0.0067	0.0069
Z	33285001	33286000	0.0094	0.0133	0.0138
Z	33286001	33287000	0.0099	0.0074	0.008
Z	33287001	33288000	0.0047	0.0042	0.0056
Z	33288001	33289000	0.0015	0.0033	0.0042
Z	33289001	33290000	0.0017	0.0037	0.0023
Z	33290001	33291000	0.0038	0.0015	0.0046
Z	33291001	33292000	0.0034	0.001	0.0038
Z	33292001	33293000	0.0067	0.0094	0.0084
Z	33293001	33294000	0.0083	0.0083	0.0061
Z	33294001	33295000	0.0085	0.0101	0.0064
Z	33295001	33296000	0.0021	0.0017	0.0021
Z	33296001	33297000	0.0035	0.0036	0.0028
Z	33297001	33298000	0.0045	0.0051	0.0056
Z	33298001	33299000	0.0017	0.003	0.0023
Z	33299001	33300000	0.0017	0.001	0.0018
Z	33300001	33301000	0.0071	0.0039	0.0061
Z	33301001	33302000	0.0072	0.001	0.0068
Z	33302001	33303000	0.0039	0.0045	0.0048
Z	33303001	33304000	0.0046	0.0077	0.0098
Z	33304001	33305000	0.0012	0.0122	0.0116
Z	33305001	33306000	0.0032	0.0105	0.0107
Z	33306001	33307000	0.002	0.0026	0.0015
Z	33307001	33308000	0.0007	0.002	0.0017
Z	33308001	33309000	0.007	0.0113	0.0096
Z	33309001	33310000	0.0074	0.005	0.01
Z	33310001	33311000	0.0221	0.0207	0.0234
Z	33312001	33313000	0.0065	0.0065	0.0019
Z	33313001	33314000	0.0129	0.0139	0.0044
Z	33314001	33315000	0.0063	0.0057	0.0076
Z	33315001	33316000	0.0109	0.0077	0.0085
Z	33316001	33317000	0.0071	0.0052	0.0074
Z	33317001	33318000	0.0046	0.0029	0.0051
Z	33318001	33319000	0.0063	0.0075	0.0063
Z	33319001	33320000	0.0028	0.0031	0.0033
Z	33320001	33321000	0.0027	0.0015	0.0019
Z	33321001	33322000	0.0067	0.0033	0.0062
Z	33322001	33323000	0.0055	0.0025	0.0049
Z	33323001	33324000	0.0045	0.0019	0.0033
Z	33324001	33325000	0.0023	0.0023	0.0037
Z	33325001	33326000	0.0022	0.0053	0.0045
Z	33326001	33327000	0.0051	0.0049	0.0028
Z	33327001	33328000	0.0037	0.004	0.0035
Z	33328001	33329000	0.0029	0.005	0.0049
Z	33329001	33330000	0.0022	0.0024	0.0003
Z	33330001	33331000	0.0091	0.0088	0.0097
Z	33331001	33332000	0.0036	0.0024	0.0028
Z	33332001	33333000	0.0057	0.0047	0.0034
Z	33333001	33334000	0.0098	0.013	0.0076
Z	33334001	33335000	0.0048	0.0031	0.0059
Z	33335001	33336000	0.0033	0.0035	0.0038
Z	33336001	33337000	0.0106	0.0012	0.0106
Z	33337001	33338000	0.004	0.0024	0.0036
Z	33338001	33339000	0.0048	0.0047	0.0017
Z	33339001	33340000	0.0049	0.0059	0.0015
Z	33340001	33341000	0.0132	0.0155	0.0147
Z	33341001	33342000	0.0056	0.0087	0.0072
Z	33342001	33343000	0.0139	0.0107	0.0092
Z	33343001	33344000	0.0043	0.002	0.0037
Z	33344001	33345000	0.0044	0.0047	0.0012
Z	33345001	33346000	0.0136	0.0147	0.0083
Z	33346001	33347000	0.0063	0.0077	0.0034
Z	33347001	33348000	0.0115	0.0112	0.0053
Z	33348001	33349000	0.004	0.0039	0.0018
Z	33349001	33350000	0.0089	0.0098	0.0067
Z	33350001	33351000	0.0023	0.0046	0.0036
Z	33351001	33352000	0.0047	0.003	0.0037
Z	33352001	33353000	0.0048	0.0039	0.0035
Z	33353001	33354000	0.0088	0.0076	0.0092
Z	33354001	33355000	0.0011	0.0011	0.001
Z	33355001	33356000	0.0025	0.0032	0.0015
Z	33356001	33357000	0.0136	0.0119	0.0107
Z	33357001	33358000	0.0134	0.0136	0.0124
Z	33358001	33359000	0.0083	0.0081	0.0076
Z	33359001	33360000	0.0049	0.005	0.0026
Z	33360001	33361000	0.0043	0.0063	0.0071
Z	33361001	33362000	0.0079	0.008	0.0084
Z	33362001	33363000	0.0049	0.004	0.0068
Z	33363001	33364000	0.0049	0.0041	0.0024
Z	33364001	33365000	0.0023	0.0035	0.0034
Z	33365001	33366000	0.006	0.0061	0.0044
Z	33366001	33367000	0.0072	0.0079	0.0056
Z	33367001	33368000	0.0029	0.0038	0.0032
Z	33368001	33369000	0.0051	0.0074	0.005
Z	33369001	33370000	0.0044	0.0044	0.0045
Z	33370001	33371000	0.0107	0.0108	0.0073
Z	33371001	33372000	0.0028	0.0028	0.0012
Z	33372001	33373000	0.0095	0.0094	0.0023
Z	33373001	33374000	0.0052	0.0048	0.0025
Z	33374001	33375000	0.0014	0.0016	0.0014
Z	33375001	33376000	0.0066	0.0062	0.0066
Z	33376001	33377000	0.0011	0.0012	0.0005
Z	33377001	33378000	0.0036	0.0034	0.0021
Z	33378001	33379000	0.0042	0.0035	0.0024
Z	33379001	33380000	0.0051	0.0058	0.0048
Z	33380001	33381000	0.0054	0.0056	0.0049
Z	33381001	33382000	0.0088	0.0081	0.0068
Z	33382001	33383000	0.0034	0.0034	0.0024
Z	33383001	33384000	0.0084	0.0084	0.0069
Z	33384001	33385000	0.0035	0.0032	0.0035
Z	33385001	33386000	0.0094	0.0095	0.004
Z	33386001	33387000	0.001	0.0037	0.0047
Z	33387001	33388000	0.0038	0.0047	0.0047
Z	33388001	33389000	0.0061	0.0052	0.0028
Z	33389001	33390000	0.0036	0.0034	0.0005
Z	33390001	33391000	0.0019	0.0024	0.0009
Z	33391001	33392000	0.0044	0.0044	0.0041
Z	33392001	33393000	0.002	0.0018	0.0018
Z	33393001	33394000	0.0115	0.0121	0.0066
Z	33394001	33395000	0.0026	0.003	0.003
Z	33395001	33396000	0.0054	0.0061	0.0052
Z	33396001	33397000	0.0028	0.003	0.001
Z	33397001	33398000	0.0055	0.0071	0.0044
Z	33398001	33399000	0.0104	0.0106	0.0037
Z	33399001	33400000	0.002	0.0018	0.0009
Z	33400001	33401000	0.0041	0.0034	0.0023
Z	33401001	33402000	0.0088	0.0078	0.0064
Z	33402001	33403000	0.0025	0.0022	0.002
Z	33403001	33404000	0.0016	0.0016	0.0014
Z	33404001	33405000	0.0058	0.0063	0.0057
Z	33405001	33406000	0.0062	0.0065	0.0069
Z	33406001	33407000	0.0057	0.0063	0.0056
Z	33407001	33408000	0.0077	0.0077	0.0047
Z	33408001	33409000	0.004	0.0041	0.0016
Z	33409001	33410000	0.0047	0.0044	0.0037
Z	33410001	33411000	0.006	0.006	0.0054
Z	33411001	33412000	0.0054	0.0047	0.0038
Z	33412001	33413000	0.0026	0.0023	0.0014
Z	33413001	33414000	0.0024	0.0022	0.0023
Z	33414001	33415000	0.0047	0.0037	0.0033
Z	33415001	33416000	0.002	0.0016	0.0014
Z	33416001	33417000	0.0022	0.0021	0.0026
Z	33417001	33418000	0.0026	0.0017	0.0014
Z	33418001	33419000	0.0104	0.0085	0.009
Z	33419001	33420000	0.0049	0.0045	0.0028
Z	33420001	33421000	0.0065	0.0062	0.0053
Z	33421001	33422000	0.0031	0.0033	0.0028
Z	33422001	33423000	0.0023	0.0029	0.0026
Z	33423001	33424000	0.0049	0.0051	0.0011
Z	33424001	33425000	0.0009	0.0008	0.001
Z	33425001	33426000	0.0008	0.0005	0.0008
Z	33426001	33427000	0.0016	0.0006	0.0015
Z	33427001	33428000	0.0044	0.0029	0.004
Z	33428001	33429000	0.0026	0.0011	0.0021
Z	33429001	33430000	0.0034	0.0016	0.0029
Z	33430001	33431000	0.0008	0.0002	0.0015
Z	33431001	33432000	0.0018	0.0012	0.0016
Z	33432001	33433000	0.0028	0.0019	0.0028
Z	33433001	33434000	0.0041	0.0036	0.0037
Z	33434001	33435000	0.0019	0.0018	0.0003
Z	33435001	33436000	0.0043	0.0044	0.0017
Z	33436001	33437000	0.0111	0.0113	0.0051
Z	33437001	33438000	0.0082	0.0089	0.0012
Z	33438001	33439000	0.0057	0.0058	0.0011
Z	33439001	33440000	0.0111	0.0103	0.0041
Z	33440001	33441000	0.0024	0.0024	0.0003
Z	33441001	33442000	0.0085	0.0088	0.0007
Z	33442001	33443000	0.0106	0.0108	0.0008
Z	33443001	33444000	0.0065	0.0061	0.0028
Z	33444001	33445000	0.003	0.003	0.0002
Z	33445001	33446000	0.0044	0.0044	0.0034
Z	33446001	33447000	0.0075	0.0077	0.0017
Z	33447001	33448000	0.0054	0.0046	0.0056
Z	33448001	33449000	0.0045	0.0045	0.0023
Z	33449001	33450000	0.0066	0.004	0.0068
Z	33450001	33451000	0.003	0.0034	0.0042
Z	33451001	33452000	0.0089	0.0136	0.0178
Z	33452001	33453000	0.0082	0.001	0.0073
Z	33453001	33454000	0.0056	0.0	0.0056
Z	33454001	33455000	0.0084	0.0083	0.0098
Z	33455001	33456000	0.0014	0.001	0.0009
Z	33456001	33457000	0.0031	0.0031	0.001
Z	33457001	33458000	0.0102	0.0103	0.0137
Z	33458001	33459000	0.0008	0.0008	0.0005
Z	33459001	33460000	0.0018	0.0017	0.0023
Z	33460001	33461000	0.0048	0.0067	0.0066
Z	33461001	33462000	0.0032	0.005	0.004
Z	33462001	33463000	0.0019	0.0026	0.0028
Z	33463001	33464000	0.0062	0.0123	0.0091
Z	33464001	33465000	0.0043	0.0093	0.0069
Z	33465001	33466000	0.0059	0.0047	0.0028
Z	33466001	33467000	0.0067	0.0071	0.0068
Z	33467001	33468000	0.0034	0.0024	0.0031
Z	33468001	33469000	0.0075	0.0077	0.0088
Z	33469001	33470000	0.0074	0.0084	0.0069
Z	33470001	33471000	0.0101	0.0083	0.0072
Z	33471001	33472000	0.0038	0.0034	0.0017
Z	33472001	33473000	0.0054	0.0051	0.0019
Z	33473001	33474000	0.008	0.0083	0.0006
Z	33474001	33475000	0.0042	0.004	0.0013
Z	33475001	33476000	0.0021	0.0016	0.0027
Z	33476001	33477000	0.0025	0.0041	0.0047
Z	33477001	33478000	0.0075	0.0053	0.0103
Z	33478001	33479000	0.0057	0.0093	0.0082
Z	33479001	33480000	0.0044	0.0045	0.0055
Z	33480001	33481000	0.0076	0.0074	0.0062
Z	33481001	33482000	0.0085	0.0079	0.0107
Z	33482001	33483000	0.0023	0.0028	0.002
Z	33483001	33484000	0.0063	0.0053	0.0046
Z	33484001	33485000	0.0126	0.0082	0.0092
Z	33485001	33486000	0.0075	0.0057	0.0042
Z	33486001	33487000	0.0044	0.0041	0.0024
Z	33487001	33488000	0.007	0.0089	0.0043
Z	33488001	33489000	0.0051	0.0052	0.003
Z	33489001	33490000	0.0067	0.0074	0.0011
Z	33490001	33491000	0.0082	0.0081	0.006
Z	33491001	33492000	0.0023	0.0022	0.0012
Z	33492001	33493000	0.0038	0.0042	0.0009
Z	33493001	33494000	0.0037	0.0038	0.0011
Z	33494001	33495000	0.0007	0.0009	0.0007
Z	33495001	33496000	0.0037	0.0037	0.0011
Z	33496001	33497000	0.0045	0.0044	0.0003
Z	33497001	33498000	0.0062	0.0061	0.0019
Z	33498001	33499000	0.0042	0.0042	0.0011
Z	33499001	33500000	0.0025	0.0022	0.0018
Z	33500001	33501000	0.001	0.0011	0.0011
Z	33501001	33502000	0.0019	0.003	0.003
Z	33502001	33503000	0.0022	0.0038	0.0038
Z	33503001	33504000	0.001	0.0023	0.0023
Z	33504001	33505000	0.0002	0.0005	0.0005
Z	33505001	33506000	0.0017	0.0017	0.0016
Z	33506001	33507000	0.0064	0.0049	0.0051
Z	33507001	33508000	0.0026	0.0022	0.0024
Z	33508001	33509000	0.0083	0.0068	0.0066
Z	33509001	33510000	0.0035	0.0032	0.0034
Z	33510001	33511000	0.0005	0.0005	0.0005
Z	33511001	33512000	0.0023	0.003	0.0027
Z	33512001	33513000	0.0045	0.0059	0.0058
Z	33513001	33514000	0.0019	0.0025	0.0024
Z	33514001	33515000	0.0033	0.0045	0.005
Z	33515001	33516000	0.001	0.0009	0.0013
Z	33516001	33517000	0.0066	0.0079	0.0082
Z	33517001	33518000	0.0027	0.0037	0.0038
Z	33518001	33519000	0.0015	0.001	0.0017
Z	33519001	33520000	0.0004	0.0002	0.0002
Z	33520001	33521000	0.0014	0.0008	0.0011
Z	33521001	33522000	0.0003	0.0001	0.0002
Z	33522001	33523000	0.0001	0.0001	0.0
Z	33523001	33524000	0.0037	0.0037	0.0016
Z	33524001	33525000	0.0031	0.0031	0.0006
Z	33525001	33526000	0.0038	0.0038	0.0
Z	33526001	33527000	0.0048	0.0048	0.0
Z	33527001	33528000	0.0039	0.0039	0.0006
Z	33528001	33529000	0.0026	0.0026	0.0
Z	33529001	33530000	0.0021	0.002	0.0007
Z	33530001	33531000	0.0034	0.0035	0.0022
Z	33531001	33532000	0.0026	0.0023	0.0012
Z	33532001	33533000	0.0029	0.0021	0.0014
Z	33533001	33534000	0.0025	0.0022	0.0015
Z	33534001	33535000	0.0143	0.0148	0.0045
Z	33535001	33536000	0.0087	0.0086	0.0038
Z	33536001	33537000	0.0049	0.0051	0.0006
Z	33537001	33538000	0.012	0.0122	0.0025
Z	33538001	33539000	0.0069	0.0082	0.002
Z	33539001	33540000	0.0097	0.0099	0.0001
Z	33540001	33541000	0.004	0.004	0.0
Z	33541001	33542000	0.0026	0.0026	0.0
Z	33542001	33543000	0.0057	0.0057	0.0018
Z	33543001	33544000	0.0048	0.005	0.0011
Z	33544001	33545000	0.0083	0.0081	0.0019
Z	33545001	33546000	0.0081	0.0082	0.0053
Z	33546001	33547000	0.0056	0.0054	0.0044
Z	33547001	33548000	0.0045	0.0045	0.0015
Z	33548001	33549000	0.004	0.0046	0.0023
Z	33549001	33550000	0.0018	0.0015	0.0008
Z	33550001	33551000	0.0039	0.004	0.0002
Z	33551001	33552000	0.0074	0.0081	0.006
Z	33552001	33553000	0.0063	0.0068	0.002
Z	33553001	33554000	0.0038	0.0042	0.0004
Z	33554001	33555000	0.0081	0.0087	0.0054
Z	33555001	33556000	0.0019	0.0019	0.0005
Z	33556001	33557000	0.0022	0.0024	0.002
Z	33557001	33558000	0.0117	0.0117	0.0014
Z	33558001	33559000	0.0086	0.0086	0.0
Z	33559001	33560000	0.0034	0.0034	0.0
Z	33560001	33561000	0.0027	0.0027	0.0
Z	33561001	33562000	0.0048	0.0049	0.0018
Z	33562001	33563000	0.0047	0.004	0.0009
Z	33563001	33564000	0.0023	0.0022	0.0003
Z	33564001	33565000	0.0093	0.0099	0.0071
Z	33565001	33566000	0.0038	0.0038	0.0006
Z	33566001	33567000	0.0047	0.0045	0.0013
Z	33567001	33568000	0.0068	0.0068	0.0031
Z	33568001	33569000	0.0087	0.0084	0.0019
Z	33569001	33570000	0.0105	0.0092	0.0094
Z	33570001	33571000	0.0063	0.0048	0.0064
Z	33571001	33572000	0.0078	0.0079	0.0084
Z	33572001	33573000	0.005	0.0043	0.0041
Z	33573001	33574000	0.0057	0.0036	0.0049
Z	33574001	33575000	0.0064	0.0048	0.0057
Z	33575001	33576000	0.0045	0.0038	0.0044
Z	33576001	33577000	0.0056	0.0059	0.0037
Z	33577001	33578000	0.0054	0.0049	0.0023
Z	33578001	33579000	0.0067	0.0043	0.0043
Z	33579001	33580000	0.0106	0.0098	0.0031
Z	33580001	33581000	0.0065	0.0061	0.0011
Z	33581001	33582000	0.0058	0.0063	0.0065
Z	33582001	33583000	0.0033	0.0042	0.004
Z	33583001	33584000	0.0066	0.0063	0.0055
Z	33584001	33585000	0.0018	0.0017	0.0011
Z	33585001	33586000	0.0009	0.0012	0.0013
Z	33586001	33587000	0.002	0.0021	0.0017
Z	33587001	33588000	0.0007	0.0007	0.0
Z	33588001	33589000	0.0018	0.0012	0.0011
Z	33589001	33590000	0.0013	0.0027	0.0006
Z	33590001	33591000	0.0019	0.0013	0.0018
Z	33591001	33592000	0.0014	0.0008	0.0011
Z	33592001	33593000	0.0021	0.0021	0.0
Z	33593001	33594000	0.0058	0.0048	0.0028
Z	33594001	33595000	0.0014	0.0007	0.0007
Z	33595001	33596000	0.0023	0.0026	0.0014
Z	33596001	33597000	0.0034	0.0029	0.0032
Z	33597001	33598000	0.0019	0.002	0.0028
Z	33598001	33599000	0.0127	0.0143	0.0036
Z	33599001	33600000	0.0043	0.0052	0.002
Z	33600001	33601000	0.0063	0.0053	0.0065
Z	33601001	33602000	0.0033	0.0029	0.0013
Z	33602001	33603000	0.0039	0.0044	0.0044
Z	33603001	33604000	0.0036	0.0029	0.0041
Z	33604001	33605000	0.0057	0.0034	0.0043
Z	33605001	33606000	0.0038	0.0042	0.0054
Z	33606001	33607000	0.0005	0.0018	0.0018
Z	33607001	33608000	0.0011	0.0027	0.003
Z	33608001	33609000	0.0	0.0009	0.0009
Z	33609001	33610000	0.0027	0.0027	0.0026
Z	33610001	33611000	0.0005	0.0018	0.0018
Z	33611001	33612000	0.0	0.0004	0.0004
Z	33612001	33613000	0.0018	0.0015	0.0015
Z	33613001	33614000	0.0012	0.004	0.004
Z	33614001	33615000	0.001	0.0015	0.0014
Z	33615001	33616000	0.0011	0.002	0.002
Z	33616001	33617000	0.0005	0.0028	0.0028
Z	33617001	33618000	0.0056	0.0062	0.0041
Z	33618001	33619000	0.0006	0.0008	0.0003
Z	33619001	33620000	0.0018	0.0022	0.001
Z	33620001	33621000	0.005	0.0061	0.0025
Z	33621001	33622000	0.0042	0.0052	0.0026
Z	33622001	33623000	0.008	0.0102	0.0059
Z	33623001	33624000	0.004	0.0049	0.0014
Z	33624001	33625000	0.0044	0.0048	0.0034
Z	33625001	33626000	0.0055	0.006	0.0017
Z	33626001	33627000	0.0035	0.0037	0.0004
Z	33627001	33628000	0.0038	0.004	0.0011
Z	33628001	33629000	0.006	0.0071	0.0022
Z	33629001	33630000	0.0083	0.0087	0.0049
Z	33630001	33631000	0.0068	0.0072	0.0059
Z	33631001	33632000	0.0075	0.008	0.0023
Z	33632001	33633000	0.0065	0.0062	0.003
Z	33633001	33634000	0.0098	0.0109	0.0018
Z	33634001	33635000	0.0094	0.0105	0.0026
Z	33635001	33636000	0.0103	0.0113	0.002
Z	33636001	33637000	0.0065	0.0068	0.0016
Z	33637001	33638000	0.0083	0.009	0.0043
Z	33638001	33639000	0.0145	0.0177	0.0053
Z	33639001	33640000	0.0052	0.0056	0.0008
Z	33640001	33641000	0.0045	0.0043	0.0025
Z	33641001	33642000	0.0049	0.0054	0.0009
Z	33642001	33643000	0.0098	0.0106	0.0036
Z	33643001	33644000	0.0053	0.0061	0.0016
Z	33644001	33645000	0.0027	0.0028	0.0015
Z	33645001	33646000	0.0011	0.0012	0.0001
Z	33646001	33647000	0.0099	0.0107	0.002
Z	33647001	33648000	0.0046	0.0051	0.0013
Z	33648001	33649000	0.0049	0.0057	0.0012
Z	33649001	33650000	0.0066	0.0069	0.0026
Z	33650001	33651000	0.0053	0.0056	0.0015
Z	33651001	33652000	0.0075	0.0093	0.0022
Z	33652001	33653000	0.006	0.0067	0.0009
Z	33653001	33654000	0.0088	0.0095	0.0038
Z	33654001	33655000	0.0044	0.0048	0.0004
Z	33655001	33656000	0.0079	0.0087	0.0027
Z	33656001	33657000	0.009	0.0101	0.0057
Z	33657001	33658000	0.0058	0.0063	0.0018
Z	33658001	33659000	0.0046	0.005	0.0028
